Report_ID,Date,Location,Department,Category_Tag,Ground_Truth_Severity,Report_Text
619C5AA6-6,2026-03-09,Chemical Storage,Sanitation,Minor Slip/Trip,Ordinary,"While operating the equipment, the welcome floor mat in the hallway was slightly bunched up at the corner. Not a huge deal but should be fixed when there is time. I just picked it up myself and threw it away."
70D1FA53-5,2025-04-27,Rooftop HVAC Unit,Admin,Minor Slip/Trip,Ordinary,Doing a random spot check a stray paperclip was on the ground in the hallway. It's just a minor inconvenience. No action taken just reporting it for the record.
ED9628E4-E,2025-12-01,Mezzanine Level,Security,Minor Slip/Trip,Ordinary,"While escorting a contractor, the welcome floor mat in the hallway was slightly bunched up at the corner. Not a huge deal but should be fixed when there is time. I just picked it up myself and threw it away."
9F60D7AC-3,2026-01-12,Rooftop HVAC Unit,Health & Safety (EHS),Housekeeping,Ordinary,"while escorting a contractor, the main trash bin was overflowing with paper towels. annoying squeak, but harmless. wiped it up with a paper towel on my way past."
44744AB5-0,2025-01-06,Loading Dock South,Operations,Uncategorized,Ordinary,"At the start of the morning shift, the wall clock in the cafeteria has a dead battery. Purely a cosmetic issue, but worth logging."
31C9EB27-5,2025-01-12,Warehouse B,R&D,Equipment/LOTO,Critical,"While unloading the delivery truck, the forklift brakes failed completely during a stop, sliding 10 feet. This could lead to a severe chemical burn or respiratory damage. Stood guard to prevent anyone from entering the zone while waiting for Hazmat."
C2020D71-D,2026-09-09,Paint Shop,Manufacturing,Minor Maintenance,Ordinary,"While operating the equipment, the paint is peeling off the handrail near the back stairs. Left a sticky note on it for the janitorial staff."
D1B17934-3,2024-01-30,Hallway C,Facilities,Behavioral,Ordinary,"While conducting the monthly audit, someone left their lunch in the microwave for too long and it smells. Annoying squeak, but harmless."
8A169916-1,2025-01-20,Chemical Storage,Sanitation,Housekeeping,Ordinary,"At the start of the morning shift, muddy footprints were tracked all through the main visitor lobby. Annoying squeak, but harmless. Flattened the mat out with my foot and kept walking."
6514C4F4-4,2024-11-16,Warehouse A,IT,Behavioral,Ordinary,"During the late night shift, someone forgot to push their ergonomic chair back in under the desk. Not a huge deal but should be fixed when there is time. Reminded them politely to fix it next time."
4ABB177C-0,2024-08-09,Server Room,Operations,Equipment/LOTO,Critical,"While conducting the monthly audit, the forklift brakes failed completely during a stop, sliding 10 feet. This could lead to a severe chemical burn or respiratory damage. Put up red caution tape and logged a high-priority, urgent maintenance ticket."
D53DCBB1-B,2025-03-03,Visitor Parking Lot,Human Resources,Behavioral,Ordinary,"Doing a random spot check, an employee was walking while texting in the admin corridor. Left a sticky note on it for the janitorial staff."
8295240A-B,2026-06-17,Mezzanine Level,Facilities,Behavioral,Ordinary,"While doing some cleanup, a worker was wearing their safety glasses on their forehead while filling out paperwork. Left a sticky note on it for the janitorial staff."
441D8FF2-3,2024-07-07,Freight Elevator,Security,Minor Slip/Trip,Ordinary,"Responding to a strange noise, a small piece of packing cardboard was left on the floor near the printers. Annoying squeak, but harmless. Reminded them politely to fix it next time."
7EFEF67B-1,2026-03-29,Paint Shop,Human Resources,Equipment/LOTO,Critical,"Walking the perimeter, a driver was speeding a forklift blindly around a blind corner with the forks raised high. I confronted the operator, halted work, and reminded them of the life-saving protocols."
AD36F036-A,2025-09-20,Production Line 2,Admin,Housekeeping,Ordinary,"At the start of the morning shift, the blue recycling bin is full and needs to be emptied. It's just a minor inconvenience. Reminded them politely to fix it next time."
CB968ACD-6,2025-05-05,Chemical Storage,Human Resources,Behavioral,Ordinary,"Doing a random spot check, someone forgot to push their ergonomic chair back in under the desk. Not a huge deal but should be fixed when there is time. I just picked it up myself and threw it away."
AB1FAF19-0,2026-03-05,Loading Dock North,Sanitation,Behavioral,Ordinary,someone left their lunch in the microwave for too long and it smells. I just picked it up myself and threw it away.
98944E4E-3,2024-04-30,Mezzanine Level,Engineering,Minor Slip/Trip,Ordinary,a stray paperclip was on the ground in the hallway. put in a low-priority work order in the system.
FA1465B6-0,2024-03-19,Loading Dock North,Engineering,Housekeeping,Ordinary,"During the late night shift, there was a visible layer of dust buildup on the ceiling ventilation grate Left a sticky note on it for the janitorial staff"
5D863CB2-9,2026-07-27,Warehouse B,Manufacturing,Housekeeping,Ordinary,Walking the perimeter there were a few scattered zip ties left on the floor near the racks. It's just a minor inconvenience. Put in a low-priority work order in the system.
A7674CC6-C,2026-05-09,Server Room,Human Resources,Uncategorized,Ordinary,the soap dispenser in the men's restroom is empty again. It's just a minor inconvenience. Left a sticky note on it for the janitorial staff.
C6CC9F55-B,2026-06-06,Chemical Storage,Manufacturing,Housekeeping,Ordinary,"During the mid-day inspection, the paper shredder bin is slightly overflowing onto the carpet. Purely a cosmetic issue, but worth logging."
CF9BCF43-B,2024-01-06,Boiler Room,Facilities,Behavioral,Ordinary,"Just before heading home, someone forgot to push their ergonomic chair back in under the desk Not a huge deal but should be fixed when there is time Left a sticky note on it for the janitorial staff"
F5EA1AD5-1,2025-01-08,Chemical Storage,Health & Safety (EHS),Minor Slip/Trip,Ordinary,"at the start of the morning shift, a stray paperclip was on the ground in the hallway. looks a bit untidy and unprofessional. wiped it up with a paper towel on my way past."
D441D0FC-C,2026-04-02,Cold Storage,Engineering,Behavioral,Ordinary,During the mid-day inspection people were talking quite loudly near the designated quiet zone. It's just a minor inconvenience. Wiped it up with a paper towel on my way past.
454DAF86-3,2026-07-16,Boiler Room,Admin,Equipment/LOTO,Critical,Doing a random spot check the laser safety guard on the metal lathe had been intentionally bypassed with black tape. This could lead to a severe chemical burn or respiratory damage. Evacuated the immediate area hit the emergency stop and called security.
0D630E0C-1,2026-06-06,Chemical Storage,Operations,Equipment/LOTO,Critical,While calibrating the sensors an operator was reaching in to clean the mixing blades while the machine was still plugged in. Stood guard to prevent anyone from entering the zone while waiting for Hazmat.
0F31E110-2,2024-10-31,Boiler Room,IT,Minor Slip/Trip,Ordinary,"During my routine walkthrough, an extension cord was temporarily taped across the floor for the vacuum Just wanted to note it for the next routine maintenance cycle"
2C9858C1-5,2025-01-10,Security Desk,Sanitation,Housekeeping,Ordinary,"while doing some cleanup, the whiteboard in the meeting room wasn't erased after the morning huddle. reminded them politely to fix it next time."
7374DE5A-C,2025-07-04,Boiler Room,Operations,Housekeeping,Ordinary,At the start of the morning shift a wet mop was left leaning against the wall instead of being hung up. Flattened the mat out with my foot and kept walking.
19212EA7-8,2026-03-20,Chemical Storage,Admin,Minor Maintenance,Ordinary,"During the shift handover, the door hinge to the breakroom is squeaking quite loudly. I just picked it up myself and threw it away."
A2B12BB4-D,2025-07-15,Main Office,Security,Housekeeping,Ordinary,"At the start of the morning shift, there were a few scattered zip ties left on the floor near the racks. I just picked it up myself and threw it away."
2625F97C-1,2025-07-16,Freight Elevator,Quality Assurance,Equipment/LOTO,Critical,During my routine walkthrough the forklift brakes failed completely during a stop sliding 10 feet Put up red caution tape and logged a high-priority urgent maintenance ticket
3909D40D-0,2026-01-06,Production Line 3,Manufacturing,Behavioral,Ordinary,"Doing a random spot check, an employee was walking while texting in the admin corridor. Annoying squeak, but harmless. Reminded them politely to fix it next time."
E0A107C3-2,2026-02-08,Hazardous Waste Bay,Admin,Housekeeping,Ordinary,"Responding to a strange noise, muddy footprints were tracked all through the main visitor lobby. Wiped it up with a paper towel on my way past."
9160ADA8-3,2024-04-22,Hazardous Waste Bay,Security,Behavioral,Ordinary,"While conducting the monthly audit, someone forgot to push their ergonomic chair back in under the desk. Annoying squeak, but harmless. Left a sticky note on it for the janitorial staff."
D0CE71DF-D,2025-08-02,R&D Lab,Security,Minor Slip/Trip,Ordinary,"While unloading the delivery truck, an extension cord was temporarily taped across the floor for the vacuum. It's just a minor inconvenience. Flattened the mat out with my foot and kept walking."
3591B93B-C,2025-10-26,Visitor Parking Lot,Sanitation,Minor Maintenance,Ordinary,Walking the perimeter the paint is peeling off the handrail near the back stairs Purely a cosmetic issue but worth logging Wiped it up with a paper towel on my way past
7CC087ED-9,2026-03-26,Rooftop HVAC Unit,Admin,Minor Maintenance,Ordinary,"Walking the perimeter, the AC in the admin wing seems to be running a bit warm today. I just picked it up myself and threw it away."
9E6CC6E3-D,2024-08-24,Production Line 1,Engineering,Housekeeping,Ordinary,"Responding to a strange noise, the main trash bin was overflowing with paper towels. Sent a quick email to facilities about it."
4D1BDFC0-5,2024-05-13,Cold Storage,R&D,Housekeeping,Ordinary,"During the late night shift, someone left their empty coffee cups on the shared workstation It's just a minor inconvenience"
E6614CA4-F,2026-03-21,Warehouse B,IT,Housekeeping,Ordinary,"During the mid-day inspection, the paper shredder bin is slightly overflowing onto the carpet. Not a huge deal but should be fixed when there is time. No action taken, just reporting it for the record."
980403E2-5,2026-03-31,Main Office,Facilities,Uncategorized,Ordinary,"at the start of the morning shift, the blue recycling bin is full and needs to be emptied. annoying squeak, but harmless. reminded them politely to fix it next time."
C54A3EDA-4,2025-09-11,Warehouse B,Operations,Equipment/LOTO,Critical,"Just after lunch, the laser safety guard on the metal lathe had been intentionally bypassed with black tape. Could result in permanent eye damage or blindness. Evacuated the immediate area, hit the emergency stop, and called security."
0006C49C-B,2024-10-05,Production Line 1,Engineering,Behavioral,Ordinary,"While operating the equipment, someone forgot to push their ergonomic chair back in under the desk. Sent a quick email to facilities about it."
